Model_ID,Imitation,Shield_Active,Shield_Dist,Reward_Active,Reward_Dist,Total_Steps_Planned,Step,Deaths,Reward_Accumulated,Efficiency,PPM,Interventions,Penalties
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,220000,1026,56535.25,0.25697842240333557,55.10258102416992,29644,84208
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,230000,1069,59588.5,0.2590804398059845,55.74228286743164,30888,87852
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,240000,1110,62600.25,0.26083436608314514,56.39662170410156,32080,91169
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,250000,1156,65000.0,0.25999999046325684,56.22837448120117,33431,95051
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,260000,1203,67999.25,0.2615355849266052,56.52473068237305,34728,98901
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,270000,1253,70594.25,0.26146018505096436,56.34018325805664,36137,102910
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,280000,1296,73879.75,0.26385626196861267,57.0059814453125,37436,106546
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,290000,1340,79159.5,0.2729637920856476,59.07425308227539,38747,110180
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,300000,1390,83140.0,0.27713334560394287,59.812950134277344,40155,114334
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,310000,1434,88082.5,0.284137099981308,61.424339294433594,41432,118020
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,320000,1479,92083.5,0.2877609431743622,62.260650634765625,42761,121823
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,330000,1520,97509.75,0.29548409581184387,64.15115356445312,44079,125459
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,340000,1561,103062.25,0.3031242787837982,66.02322387695312,45319,128997
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,350000,1599,108866.5,0.31104713678359985,68.08411407470703,46408,132252
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,360000,1636,114970.75,0.31936320662498474,70.27552032470703,47583,135677
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,370000,1682,120391.0,0.3253810703754425,71.57610321044922,48943,139617
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,380000,1722,125726.0,0.33085790276527405,73.01161193847656,50255,143335
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,390000,1765,132833.5,0.3405987322330475,75.25977325439453,51526,146943
dqn_pacman_Imitation_ShieldON_d10_Penalty_d20_steps400000,True,True,10.0,True,20,400000,400000,1807,137227.0,0.3430674970149994,75.94189453125,52785,150566
