Model_ID,Imitation,Shield_Active,Shield_Dist,Reward_Active,Reward_Dist,Total_Steps_Planned,Step,Deaths,Reward_Accumulated,Efficiency,PPM,Interventions,Penalties
dqn_pacman_IA_Sola_ShieldON_d5_steps400000,False,True,5,False,0,400000,240000,1174,263010.0,1.0958750247955322,224.02896118164065,25316,0
dqn_pacman_IA_Sola_ShieldON_d5_steps400000,False,True,5,False,0,400000,250000,1225,273860.0,1.0954400300979614,223.55918884277344,26380,0
dqn_pacman_IA_Sola_ShieldON_d5_steps400000,False,True,5,False,0,400000,260000,1277,288210.0,1.1085000038146973,225.69302368164065,27508,0
dqn_pacman_IA_Sola_ShieldON_d5_steps400000,False,True,5,False,0,400000,270000,1326,301530.0,1.116777777671814,227.398193359375,28589,0
dqn_pacman_IA_Sola_ShieldON_d5_steps400000,False,True,5,False,0,400000,280000,1377,315370.0,1.1263214349746704,229.02687072753903,29707,0
dqn_pacman_IA_Sola_ShieldON_d5_steps400000,False,True,5,False,0,400000,290000,1428,329620.0,1.1366206407546997,230.82632446289065,30842,0
dqn_pacman_IA_Sola_ShieldON_d5_steps400000,False,True,5,False,0,400000,300000,1475,342350.0,1.1411666870117188,232.1016998291016,31859,0
dqn_pacman_IA_Sola_ShieldON_d5_steps400000,False,True,5,False,0,400000,310000,1526,354970.0,1.1450644731521606,232.6146850585937,32967,0
dqn_pacman_IA_Sola_ShieldON_d5_steps400000,False,True,5,False,0,400000,320000,1572,370050.0,1.156406283378601,235.4007568359375,34006,0
dqn_pacman_IA_Sola_ShieldON_d5_steps400000,False,True,5,False,0,400000,330000,1624,384560.0,1.1653333902359009,236.79803466796875,35164,0
dqn_pacman_IA_Sola_ShieldON_d5_steps400000,False,True,5,False,0,400000,340000,1669,398860.0,1.1731176376342771,238.9814300537109,36176,0
dqn_pacman_IA_Sola_ShieldON_d5_steps400000,False,True,5,False,0,400000,350000,1713,414190.0,1.18340003490448,241.79217529296875,37209,0
dqn_pacman_IA_Sola_ShieldON_d5_steps400000,False,True,5,False,0,400000,360000,1758,430780.0,1.1966111660003662,245.03982543945312,38241,0
dqn_pacman_IA_Sola_ShieldON_d5_steps400000,False,True,5,False,0,400000,370000,1805,445430.0,1.203864812850952,246.775619506836,39304,0
dqn_pacman_IA_Sola_ShieldON_d5_steps400000,False,True,5,False,0,400000,380000,1849,459420.0,1.2089999914169312,248.4694366455078,40312,0
dqn_pacman_IA_Sola_ShieldON_d5_steps400000,False,True,5,False,0,400000,390000,1897,474530.0,1.2167435884475708,250.1475982666016,41381,0
dqn_pacman_IA_Sola_ShieldON_d5_steps400000,False,True,5,False,0,400000,400000,1943,487880.0,1.2196999788284302,251.0962371826172,42356,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,10000,54,5640.0,0.5640000104904175,104.44444274902344,1631,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,20000,102,11800.0,0.5899999737739563,115.68627166748048,3061,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,30000,156,18150.0,0.6050000190734863,116.34615325927734,4508,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,40000,202,25950.0,0.6487500071525574,128.46534729003906,5874,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,50000,249,34140.0,0.6827999949455261,137.10842895507812,7265,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,60000,296,43380.0,0.7229999899864197,146.55404663085938,8523,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,70000,346,52510.0,0.7501428723335266,151.76300048828125,9920,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,80000,396,62810.0,0.7851250171661377,158.61111450195312,11277,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,90000,442,73990.0,0.8221111297607422,167.398193359375,12718,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,100000,485,85590.0,0.85589998960495,176.47422790527344,13909,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,110000,531,95930.0,0.8720909357070923,180.6591339111328,15138,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,120000,575,108250.0,0.9020833373069764,188.2608642578125,16411,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,130000,618,122010.0,0.9385384321212769,197.4271850585937,17668,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,140000,658,135600.0,0.9685714244842528,206.0790252685547,18874,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,150000,700,147530.0,0.9835333228111268,210.75714111328125,20082,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,160000,744,159790.0,0.998687505722046,214.77149963378903,21377,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,170000,786,172480.0,1.0145882368087769,219.4402008056641,22691,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,180000,824,184130.0,1.022944450378418,223.458740234375,23836,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,190000,864,195800.0,1.0305262804031372,226.6203765869141,25101,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,200000,905,205720.0,1.028599977493286,227.31491088867188,26323,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,210000,944,220240.0,1.048761963844299,233.3050842285156,27526,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,220000,983,233240.0,1.0601818561553955,237.27365112304688,28678,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,230000,1020,245070.0,1.0655217170715332,240.26470947265625,29739,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,240000,1060,258080.0,1.0753333568572998,243.47169494628903,30911,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,250000,1102,272240.0,1.08896005153656,247.041748046875,32240,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,260000,1138,285520.0,1.098153829574585,250.8963165283203,33438,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,270000,1173,300460.0,1.1128147840499878,256.1466369628906,34641,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,280000,1209,312950.0,1.1176785230636597,258.85028076171875,35730,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,290000,1251,324210.0,1.1179654598236084,259.1606750488281,36908,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,300000,1285,339310.0,1.1310333013534546,264.0544738769531,38004,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,310000,1323,353160.0,1.1392258405685425,266.93878173828125,39282,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,320000,1363,366450.0,1.1451562643051147,268.85546875,40585,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,330000,1400,380370.0,1.1526364088058472,271.69287109375,41879,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,340000,1437,393410.0,1.157088279724121,273.7717590332031,43050,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,350000,1473,406940.0,1.162685751914978,276.26611328125,44150,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,360000,1512,419900.0,1.1663888692855835,277.7116394042969,45368,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,370000,1549,431490.0,1.166189193725586,278.56036376953125,46418,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,380000,1585,446100.0,1.1739473342895508,281.4511108398437,47613,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,390000,1627,459080.0,1.1771281957626345,282.1634826660156,48965,0
dqn_pacman_IA_Sola_ShieldON_d10_steps400000,False,True,10,False,0,400000,400000,1666,472690.0,1.181725025177002,283.7274780273437,50181,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,10000,63,4720.0,0.4720000028610229,74.9206314086914,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,20000,117,10810.0,0.5404999852180481,92.3931655883789,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,30000,172,17750.0,0.5916666388511658,103.19767761230467,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,40000,221,25180.0,0.6294999718666077,113.93665313720705,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,50000,271,35640.0,0.7128000259399414,131.51290893554688,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,60000,323,44850.0,0.7475000023841858,138.8544921875,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,70000,370,53330.0,0.7618571519851685,144.1351318359375,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,80000,418,65790.0,0.8223749995231628,157.39234924316406,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,90000,461,77490.0,0.8610000014305115,168.0911102294922,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,100000,503,87470.0,0.8747000098228455,173.89662170410156,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,110000,547,98410.0,0.8946363925933838,179.90859985351562,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,120000,592,112360.0,0.9363333582878112,189.79730224609372,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,130000,637,123990.0,0.9537692070007324,194.6467742919922,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,140000,684,134710.0,0.9622142910957336,196.94444274902344,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,150000,727,148630.0,0.9908666610717772,204.4429168701172,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,160000,767,162530.0,1.0158125162124634,211.9035186767578,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,170000,810,176170.0,1.0362941026687622,217.4938201904297,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,180000,855,188070.0,1.0448333024978638,219.96490478515625,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,190000,897,200350.0,1.054473638534546,223.3556365966797,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,200000,942,212340.0,1.0616999864578247,225.4140167236328,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,210000,988,229950.0,1.0950000286102295,232.742919921875,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,220000,1035,241930.0,1.0996818542480469,233.7487945556641,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,230000,1075,256730.0,1.1162173748016355,238.818603515625,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,240000,1119,272860.0,1.1369166374206543,243.84271240234372,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,250000,1162,287650.0,1.1505999565124512,247.54733276367188,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,260000,1203,302570.0,1.1637307405471802,251.51287841796875,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,270000,1246,315030.0,1.166777729988098,252.83306884765625,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,280000,1289,327790.0,1.1706786155700684,254.29791259765625,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,290000,1330,342080.0,1.1795861721038818,257.2030029296875,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,300000,1372,354610.0,1.1820333003997805,258.46209716796875,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,310000,1411,369860.0,1.1930967569351196,262.12615966796875,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,320000,1456,384130.0,1.200406193733215,263.8255615234375,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,330000,1500,399030.0,1.209181785583496,266.0199890136719,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,340000,1543,413710.0,1.2167941331863403,268.1205444335937,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,350000,1586,426870.0,1.2196285724639893,269.1488037109375,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,360000,1624,443850.0,1.2329167127609253,273.306640625,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,370000,1667,457790.0,1.2372702360153198,274.6190795898437,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,380000,1713,473660.0,1.2464736700057983,276.509033203125,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,390000,1760,487110.0,1.2489999532699585,276.7670593261719,0,0
dqn_pacman_Imitation_ShieldOFF_steps400000,True,False,0,False,0,400000,400000,1807,499940.0,1.2498500347137451,276.66851806640625,0,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,10000,59,5300.0,0.5299999713897705,89.83050537109375,1178,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,20000,116,10870.0,0.5435000061988831,93.70689392089844,2333,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,30000,170,19250.0,0.6416666507720947,113.23529052734375,3473,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,40000,224,26570.0,0.6642500162124634,118.61607360839844,4553,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,50000,275,36280.0,0.725600004196167,131.92727661132812,5666,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,60000,323,45790.0,0.7631666660308838,141.76470947265625,6680,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,70000,369,55720.0,0.7960000038146973,151.00271606445312,7686,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,80000,423,63580.0,0.7947499752044678,150.3073272705078,8766,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,90000,470,73710.0,0.8190000057220459,156.8297882080078,9791,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,100000,517,84710.0,0.847100019454956,163.84913635253906,10875,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,110000,571,94200.0,0.8563636541366577,164.97372436523438,12001,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,120000,609,104340.0,0.8694999814033508,171.33004760742188,12881,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,130000,646,115870.0,0.8913077116012573,179.36532592773438,13708,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,140000,693,125560.0,0.8968571424484253,181.18325805664062,14709,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,150000,744,136640.0,0.9109333157539368,183.65591430664062,15739,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,160000,792,147200.0,0.9200000166893005,185.85858154296875,16755,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,170000,837,159060.0,0.9356470704078674,190.0358428955078,17716,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,180000,886,169550.0,0.941944420337677,191.36569213867188,18729,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,190000,928,184860.0,0.972947359085083,199.2025909423828,19757,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,200000,969,197910.0,0.989549994468689,204.24148559570312,20666,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,210000,1021,211080.0,1.0051428079605103,206.73849487304688,21755,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,220000,1065,223780.0,1.0171818733215332,210.1220703125,22752,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,230000,1108,236850.0,1.0297826528549194,213.76353454589844,23727,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,240000,1149,248210.0,1.0342082977294922,216.0226287841797,24611,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,250000,1193,262200.0,1.048799991607666,219.7820587158203,25627,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,260000,1237,277490.0,1.067269206047058,224.32498168945312,26645,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,270000,1281,290730.0,1.0767778158187866,226.95550537109375,27623,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,280000,1320,303900.0,1.0853571891784668,230.22727966308594,28484,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,290000,1365,315650.0,1.0884482860565186,231.24542236328125,29475,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,300000,1407,328260.0,1.0942000150680542,233.30490112304688,30436,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,310000,1448,342430.0,1.104612946510315,236.48480224609375,31368,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,320000,1493,355030.0,1.109468698501587,237.79638671875,32363,0
dqn_pacman_Imitation_ShieldON_d5_steps400000,True,True,5,False,0,400000,330000,1533,368200.0,1.1157575845718384,240.18264770507812,33268,0
