Model_Name,Imitation,Shield,Shield_Dist,Reward_Shaping,Reward_Dist,Total_Steps,Step_1000_Deaths,Step_1000_Efficiency,Step_1000_PPM,Step_1000_Interventions,Step_1000_Penalties,Step_2000_Deaths,Step_2000_Efficiency,Step_2000_PPM,Step_2000_Interventions,Step_2000_Penalties,Step_3000_Deaths,Step_3000_Efficiency,Step_3000_PPM,Step_3000_Interventions,Step_3000_Penalties,Step_4000_Deaths,Step_4000_Efficiency,Step_4000_PPM,Step_4000_Interventions,Step_4000_Penalties,Step_5000_Deaths,Step_5000_Efficiency,Step_5000_PPM,Step_5000_Interventions,Step_5000_Penalties,Step_6000_Deaths,Step_6000_Efficiency,Step_6000_PPM,Step_6000_Interventions,Step_6000_Penalties,Step_7000_Deaths,Step_7000_Efficiency,Step_7000_PPM,Step_7000_Interventions,Step_7000_Penalties,Step_8000_Deaths,Step_8000_Efficiency,Step_8000_PPM,Step_8000_Interventions,Step_8000_Penalties,Step_9000_Deaths,Step_9000_Efficiency,Step_9000_PPM,Step_9000_Interventions,Step_9000_Penalties,Step_10000_Deaths,Step_10000_Efficiency,Step_10000_PPM,Step_10000_Interventions,Step_10000_Penalties
dqn_pacman_IA_Sola_ShieldON_d10_Penalty_d25_steps10000,False,True,10,True,25,10000,5,-1.4344034,-286.88068,122,441,11,-1.4272075,-259.49228,292,950,17,-1.4478697,-255.50641,433,1426,22,-1.325689,-241.03436,563,1805,27,-1.2943782,-239.69965,684,2276,32,-1.2384404,-232.20758,796,2642,37,-1.2451131,-235.56195,938,3078,42,-1.2467206,-237.47058,1090,3527,47,-1.2322856,-235.96957,1210,3896,51,-1.1401753,-223.5638,1371,4392
